,,,Gemeindesteuerfüsse 1994 / Gewogene Mittel,,,,,,,,,,,,,,,,,,
,,,In Prozent der einfachen Staatssteuer,,,,,,,,,,,,,,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,Gesamtsteuerfüsse,,,,,,,,,,Steuerfuss
,,,Gemeinden,,,,,,,,-,-,-,-,-,-,-,-,-,-,
,,,Hauptgebiete,Poli-,Primar-,,Oberst'-,Ref. ,Röm.-kath.,Christkath.,,,,mit christ-,,prov. gewogene Mittel,,,def. gewogene Mittel,,für jurist-
,,,Bezirke,tische,schul-,Schul-,schul-,Kirch-,Kirch-,Kirch-,ohne,mit ref.,mit kath.,kath.,,-,-,,-,-,ische
Alph.,BFS,P 90,Regionen,Gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,Kirchen,Kirche,Kirche,Kirche,,ohne Kirche,mit Kirche,,ohne Kirche,mit Kirche,Personen
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4 ,1 ,1,Aeugst a.A.,54 ,47 ,,18 ,13 ,17 ,14 ,119 ,132 ,136 ,133 ,,,130.5 ,,,129.9 ,133.16 
5 ,2 ,2,Affoltern a.A.,50 ,60 ,,18 ,14 ,17 ,14 ,128 ,142 ,145 ,142 ,,,141.8 ,,,141.4 ,143.35 
17 ,3 ,3,Bonstetten,41 ,67 ,,20 ,15 ,15 ,14 ,128 ,143 ,143 ,142 ,,,139.9 ,,,139.7 ,143.00 
56 ,4 ,4,Hausen a.A.,44 ,56 ,,23 ,13 ,17 ,14 ,123 ,136 ,140 ,137 ,,,134.9 ,,,134.9 ,137.44 
57 ,5 ,5,Hedingen,51 ,,75 ,,15 ,17 ,14 ,126 ,141 ,143 ,140 ,,,139.8 ,,,139.9 ,141.76 
74 ,6 ,6,Kappel a.A.,39 ,58 ,,23 ,15 ,17 ,14 ,120 ,135 ,137 ,134 ,,,133.2 ,,,133.7 ,135.52 
78 ,7 ,7,Knonau,37 ,62 ,,29 ,15 ,17 ,14 ,128 ,143 ,145 ,142 ,,,142.8 ,,,142.4 ,143.74 
87 ,8 ,8,Maschwanden,35 ,54 ,,29 ,15 ,17 ,14 ,118 ,133 ,135 ,132 ,,,131.9 ,,,131.9 ,133.48 
90 ,9 ,9,Mettmenstetten,37 ,56 ,,29 ,10 ,17 ,14 ,122 ,132 ,139 ,136 ,,,132.1 ,,,132.4 ,134.03 
104 ,10 ,10,Obfelden,31 ,58 ,,33 ,14 ,17 ,14 ,122 ,136 ,139 ,136 ,,,135.2 ,,,134.9 ,137.23 
110 ,11 ,11,Ottenbach,30 ,59 ,,33 ,12 ,17 ,14 ,122 ,134 ,139 ,136 ,,,131.9 ,,,133.9 ,135.65 
119 ,12 ,12,Rifferswil,97 ,,,23 ,15 ,17 ,14 ,120 ,135 ,137 ,134 ,,,132.3 ,,,132.3 ,135.44 
135 ,13 ,13,Stallikon,39 ,40 ,,20 ,15 ,15 ,14 ,99 ,114 ,114 ,113 ,,,110.7 ,,,110.6 ,114.00 
160 ,14 ,14,Wettswil a.A.,31 ,50 ,,20 ,15 ,15 ,14 ,101 ,116 ,116 ,115 ,,,113.5 ,,,113.5 ,116.00 
1 ,21 ,15,Adlikon,56 ,44 ,,21 ,11 ,17 ,14 ,121 ,132 ,138 ,135 ,,,132.4 ,,,131.8 ,132.60 
7 ,30 ,16,Andelfingen,64 ,43 ,,21 ,11 ,17 ,14 ,128 ,139 ,145 ,142 ,,,139.3 ,,,139.2 ,140.20 
13 ,22 ,17,Benken,39 ,51 ,,32 ,14 ,17 ,14 ,122 ,136 ,139 ,136 ,,,133.7 ,,,133.7 ,136.45 
14 ,23 ,18,Berg a.I.,41 ,65 ,,22 ,14 ,13 ,14 ,128 ,142 ,141 ,142 ,,,141.5 ,,,140.7 ,141.88 
21 ,24 ,19,Buch a.I.,56 ,50 ,,22 ,15 ,13 ,14 ,128 ,143 ,141 ,142 ,,,139.8 ,,,140.1 ,142.80 
24 ,25 ,20,Dachsen,64 ,41 ,,23 ,12 ,17 ,14 ,128 ,140 ,145 ,142 ,,,139.9 ,,,139.4 ,141.10 
33 ,26 ,21,Dorf,43 ,55 ,,22 ,15 ,13 ,14 ,120 ,135 ,133 ,134 ,,,134.5 ,,,134.9 ,134.84 
45 ,27 ,22,Feuerthalen,55 ,,73 ,,15 ,17 ,14 ,128 ,143 ,145 ,142 ,,,141.6 ,,,141.8 ,143.70 
47 ,28 ,23,Flaach,41 ,55 ,,22 ,12 ,13 ,14 ,118 ,130 ,131 ,132 ,,,127.5 ,,,127.2 ,130.16 
48 ,29 ,24,Flurlingen,64 ,41 ,,23 ,12 ,17 ,14 ,128 ,140 ,145 ,142 ,,,138.5 ,,,138.5 ,141.25 
58 ,31 ,25,Henggart,44 ,53 ,,21 ,14 ,13 ,14 ,118 ,132 ,131 ,132 ,,,130.9 ,,,130.8 ,131.79 
69 ,32 ,26,Humlikon,59 ,38 ,,21 ,11 ,17 ,14 ,118 ,129 ,135 ,132 ,,,129.4 ,,,129.4 ,129.90 
76 ,33 ,27,Kleinandelfingen,47 ,55 ,,21 ,11 ,17 ,14 ,123 ,134 ,140 ,137 ,,,134.1 ,,,133.8 ,135.08 
82 ,34 ,28,Laufen-Uhwiesen,56 ,44 ,,23 ,12 ,17 ,14 ,123 ,135 ,140 ,137 ,,,134.3 ,,,134.4 ,136.10 
86 ,35 ,29,Marthalen,38 ,56 ,,32 ,15 ,17 ,14 ,126 ,141 ,143 ,140 ,,,140.4 ,,,140.1 ,141.28 
102 ,36 ,30,Oberstammheim,59 ,47 ,,22 ,14 ,17 ,14 ,128 ,142 ,145 ,142 ,,,141.5 ,,,141.9 ,142.51 
108 ,37 ,31,Ossingen,44 ,50 ,,32 ,15 ,17 ,14 ,126 ,141 ,143 ,140 ,,,139.6 ,,,140.2 ,141.30 
116 ,38 ,32,Rheinau,40 ,56 ,,32 ,15 ,17 ,14 ,128 ,143 ,145 ,142 ,,,142.1 ,,,141.5 ,144.02 
138 ,39 ,33,Thalheim a.d.Th.,40 ,62 ,,21 ,15 ,17 ,14 ,123 ,138 ,140 ,137 ,,,137.2 ,,,137.3 ,138.32 
140 ,40 ,34,Trüllikon,42 ,54 ,,32 ,15 ,17 ,14 ,128 ,143 ,145 ,142 ,,,142.2 ,,,141.8 ,143.32 
141 ,41 ,35,Truttikon,37 ,53 ,,32 ,15 ,17 ,14 ,122 ,137 ,139 ,136 ,,,135.1 ,,,135.7 ,137.26 
146 ,42 ,36,Unterstammheim,57 ,49 ,,22 ,14 ,17 ,14 ,128 ,142 ,145 ,142 ,,,141.2 ,,,141.2 ,142.36 
149 ,43 ,37,Volken,50 ,56 ,,22 ,12 ,13 ,14 ,128 ,140 ,141 ,142 ,,,139.0 ,,,138.9 ,140.12 
154 ,44 ,38,Waltalingen,59 ,47 ,,22 ,14 ,17 ,14 ,128 ,142 ,145 ,142 ,,,140.9 ,,,140.3 ,142.36 
8 ,51 ,39,Bachenbülach,42 ,47 ,,23 ,12 ,14 ,14 ,112 ,124 ,126 ,126 ,,,123.1 ,,,123.0 ,124.82 
11 ,52 ,40,Bassersdorf,46 ,,75 ,,10 ,13 ,14 ,121 ,131 ,134 ,135 ,,,130.9 ,,,130.8 ,132.14 
23 ,53 ,41,Bülach,97 ,,,23 ,12 ,14 ,14 ,120 ,132 ,134 ,134 ,,,131.1 ,,,131.1 ,132.76 
31 ,54 ,42,Dietlikon,58 ,,52 ,,12 ,15 ,14 ,110 ,122 ,125 ,124 ,,,121.8 ,,,122.0 ,123.26 
37 ,55 ,43,Eglisau,48 ,,80 ,,14 ,17 ,14 ,128 ,142 ,145 ,142 ,,,141.2 ,,,140.9 ,142.75 
41 ,56 ,44,Embrach,94 ,,,27 ,14 ,15 ,14 ,121 ,135 ,136 ,135 ,,,133.7 ,,,133.6 ,135.38 
49 ,57 ,45,Freienstein-Teufen,35 ,,89 ,,15 ,15 ,14 ,124 ,139 ,139 ,138 ,,,136.5 ,,,135.9 ,139.00 
51 ,58 ,46,Glattfelden,43 ,,82 ,,13 ,17 ,14 ,125 ,138 ,142 ,139 ,,,137.1 ,,,137.1 ,139.32 
64 ,59 ,47,Hochfelden,43 ,52 ,,23 ,12 ,14 ,14 ,118 ,130 ,132 ,132 ,,,129.0 ,,,129.0 ,130.56 
68 ,60 ,48,Höri,46 ,51 ,,23 ,12 ,14 ,14 ,120 ,132 ,134 ,134 ,,,131.3 ,,,131.1 ,132.90 
70 ,61 ,49,Hüntwangen,45 ,54 ,,22 ,14 ,17 ,14 ,121 ,135 ,138 ,135 ,,,133.6 ,,,132.8 ,135.60 
77 ,62 ,50,Kloten,105 ,,,,13 ,13 ,14 ,105 ,118 ,118 ,119 ,,,116.6 ,,,116.3 ,118.00 
84 ,63 ,51,Lufingen,88 ,,,27 ,14 ,15 ,14 ,115 ,129 ,130 ,129 ,,,127.5 ,,,127.4 ,129.28 
97 ,64 ,52,Nürensdorf,29 ,,85 ,,10 ,13 ,14 ,114 ,124 ,127 ,128 ,,,123.1 ,,,123.0 ,125.02 
