,,,Gemeindesteuerfüsse 2000 / Gewogene Mittel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,In Prozent der einfachen Staatssteuer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
,,,,,,,,,,,Gesamtsteuerfüsse,,,,,,,,,,St'fuss,,,,,,,,,,,
,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,für,,,,,,,,,,,
,,,,Poli-,Primar-,,Oberst'-,Ref. ,Röm.-kath.,Christkath.,,,,mit christ-,,prov. gewogene Mittel,,,def. gewogene Mittel,,jurist-,,,,,,,,,,,
,,,,tische,schul-,Schul-,schul-,Kirch-,Kirch-,Kirch-,ohne,mit ref.,mit kath.,kath.,,-,-,,-,-,ische,,,,,,,,,,,
Alph.,BFS,P 90,Gemeinden,Gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,Kirchen,Kirche,Kirche,Kirche,,ohne Kirche,mit Kirche,,ohne Kirche,mit Kirche,Pers.,,,,,,,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
159 ,180 ,137,Weisslingen,33,57,,32,14,17,14,122,136,139,136,,,133.7,,,133.5 ,136.75,,,,,,,,,,,
164 ,181 ,138,Wila,51,54,,27,15,17,14,132,147,149,146,,,145.8,,,145.4 ,147.44,,,,,,,,,,,
165 ,182 ,139,Wildberg,53,52,,27,15,17,14,132,147,149,146,,,145.4,,,145.1 ,147.36,,,,,,,,,,,
34 ,191 ,140,Dübendorf,96,,,17,11,13,14,113,124,126,127,,,122.6,,,122.6 ,124.92,,,,,,,,,,,
36 ,192 ,141,Egg,48,,62,,12,16,14,110,122,126,124,,,118.2,,,120.4 ,123.60,,,,,,,,,,,
43 ,193 ,142,Fällanden,33,,63,,11,13,14,96,107,109,110,,,104.7,,,105.1 ,107.74,,,,,,,,,,,
53 ,194 ,143,Greifensee,40,53,,27,11,14,14,120,131,134,134,,,129.9,,,129.8 ,132.17,,,,,,,,,,,
88 ,195 ,144,Maur,36,,47,,10,16,14,83,93,99,97,,,91.2,,,91.4 ,95.10,,,,,,,,,,,
91 ,196 ,145,Mönchaltorf,47,,79,,11,16,14,126,137,142,140,,,136.2,,,136.0 ,138.65,,,,,,,,,,,
130 ,197 ,146,Schwerzenbach,37,48,,17,7,13,14,102,109,115,116,,,110.0,,,109.9 ,111.64,,,,,,,,,,,
148 ,198 ,147,Uster,100,,,22,13,14,14,122,135,136,136,,,133.0,,,133.1 ,135.43,,,,,,,,,,,
150 ,199 ,148,Volketswil,42,,72,,10,14,14,114,124,128,128,,,123.7,,,123.9 ,125.76,,,,,,,,,,,
155 ,200 ,149,Wangen-Brüttisellen,41,,85,,13,15,14,126,139,141,140,,,137.4,,,137.2 ,139.92,,,,,,,,,,,
6 ,211 ,150,Altikon,53,50,,24,15,16,14,127,142,143,141,,,139.8,,,140.2 ,142.12,,,,,,,,,,,
15 ,212 ,151,Bertschikon,43,55,,25,15,16,14,123,138,139,137,,,136.6,,,136.7 ,138.18,,,,,,,,,,,
19 ,213 ,152,Brütten,95,,,,15,14,14,95,110,109,109,,,107.3,,,107.1 ,109.77,,,,,,,,,,,
25 ,214 ,153,Dägerlen,45,65,,22,15,16,14,132,147,148,146,,,144.9,,,145.0 ,147.13,,,,,,,,,,,
28 ,215 ,154,Dättlikon,60,,63,,15,15,14,123,138,138,137,,,136.1,,,136.2 ,138.00,,,,,,,,,,,
32 ,216 ,155,Dinhard,43,56,,23,15,16,14,122,137,138,136,,,135.5,,,134.7 ,137.16,,,,,,,,,,,
38 ,217 ,156,Elgg,55,45,,26,15,17,14,126,141,143,140,,,139.5,,,139.5 ,141.58,,,,,,,,,,,
39 ,218 ,157,Ellikon a.d.Th.,44,57,,24,15,16,14,125,140,141,139,,,137.0,,,137.8 ,140.19,,,,,,,,,,,
40 ,219 ,158,Elsau,48,46,,32,15,16,14,126,141,142,140,,,139.5,,,139.2 ,141.32,,,,,,,,,,,
55 ,220 ,159,Hagenbuch,40,56,,26,15,17,14,122,137,139,136,,,134.5,,,135.0 ,136.81,,,,,,,,,,,
60 ,221 ,160,Hettlingen,30,46,,22,10,16,14,98,108,114,112,,,106.7,,,105.5 ,109.20,,,,,,,,,,,
65 ,222 ,161,Hofstetten,45,61,,26,15,17,14,132,147,149,146,,,144.8,,,144.8 ,147.28,,,,,,,,,,,
93 ,223 ,162,Neftenbach,28,,103,,14,15,14,131,145,146,145,,,142.3,,,142.0 ,145.27,,,,,,,,,,,
112 ,224 ,163,Pfungen,58,,68,,12,15,14,126,138,141,140,,,137.4,,,137.0 ,139.05,,,,,,,,,,,
118 ,225 ,164,Rickenbach,47,51,,24,13,16,14,122,135,138,136,,,134.4,,,134.4 ,135.84,,,,,,,,,,,
125 ,226 ,165,Schlatt,50,50,,32,15,17,14,132,147,149,146,,,144.5,,,144.5 ,147.34,,,,,,,,,,,
132 ,227 ,166,Seuzach,26,60,,22,13,16,14,108,121,124,122,,,120.1,,,119.5 ,121.99,,,,,,,,,,,
142 ,228 ,167,Turbenthal,26,65,,41,15,17,14,132,147,149,146,,,144.5,,,145.0 ,147.64,,,,,,,,,,,
162 ,229 ,168,Wiesendangen,33,,79,,12,16,14,112,124,128,126,,,123.4,,,123.7 ,125.04,,,,,,,,,,,
167 ,230 ,169,Winterthur,132,,,,14,17,14,132,146,149,146,,,144.9,,,144.8 ,147.20,,,,,,,,,,,
168 ,231 ,170,Zell,46,,86,,15,17,14,132,147,149,146,,,144.6,,,145.3 ,147.60,,,,,,,,,,,
171 ,261 ,171,Zürich,130,,,,11,13,14,130,141,143,144,,,139.4,,,139.4 ,142.01,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ganzer Kanton,,,,,,,,,,,,,120.1,130.3,,120.0 ,130.3 ,,,,,,,,,,,,
,,,Kt. o. Stadt Zürich,,,,,,,,,,,,,115.2,125.9,,115.2 ,125.8 ,,,,,,,,,,,,
,,,Stadt Zürich,,,,,,,,,,,,,130.0,139.4,,130.0 ,139.4 ,,,,,,,,,,,,
,,,Stadt Winterthur,,,,,,,,,,,,,132.0,144.9,,132.0 ,144.8 ,,,,,,,,,,,,
,,,Uebrige Gemeinden,,,,,,,,,,,,,113.1,123.4,,113.1 ,123.5 ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Affoltern,,,,,,,,,,,,,120.1,131.4,,120.0 ,131.4 ,,,,,,,,,,,,
,,,Andelfingen,,,,,,,,,,,,,127.6,140.0,,127.6 ,140.0 ,,,,,,,,,,,,
,,,Bülach,,,,,,,,,,,,,109.4,119.5,,109.4 ,119.4 ,,,,,,,,,,,,
,,,Dielsdorf,,,,,,,,,,,,,118.2,128.2,,118.1 ,128.1 ,,,,,,,,,,,,
,,,Dietikon,,,,,,,,,,,,,115.7,126.0,,115.5 ,125.9 ,,,,,,,,,,,,
,,,Hinwil,,,,,,,,,,,,,125.8,138.3,,125.8 ,138.2 ,,,,,,,,,,,,
,,,Horgen,,,,,,,,,,,,,104.3,113.9,,104.2 ,113.9 ,,,,,,,,,,,,
