163 ,71 ,59,Wil,41,54,-,20,14,16,14,115 ,129 ,131 ,129,,,,,,125.7 ,129.32 ,,,,,,,,,,,
166 ,72 ,60,Winkel,24,32,-,19,12,14,14,75 ,87 ,89 ,89,,,,,,83.7 ,87.66 ,,,,,,,,,,,
9 ,81 ,61,Bachs,59,42,-,21,14,13,14,122 ,136 ,135 ,136,,,,,,133.2 ,135.81 ,,,,,,,,,,,
18 ,82 ,62,Boppelsen,31,39,-,21,11,11,14,91 ,102 ,102 ,105,,,,,,98.5 ,102.00 ,,,,,,,,,,,
22 ,83 ,63,Buchs,36,55,-,26,12,11,14,117 ,129 ,128 ,131,,,,,,125.9 ,128.61 ,,,,,,,,,,,
26 ,84 ,64,Dällikon,78,-,-,26,9,11,14,104 ,113 ,115 ,118,,,,,,111.7 ,113.94 ,,,,,,,,,,,
27 ,85 ,65,Dänikon,41,50,-,21,9,11,14,112 ,121 ,123 ,126,,,,,,119.8 ,121.86 ,,,,,,,,,,,
29 ,86 ,66,Dielsdorf,46,50,-,24,9,13,14,120 ,129 ,133 ,134,,,,,,128.3 ,130.72 ,,,,,,,,,,,
72 ,87 ,67,Hüttikon,43,50,-,21,11,11,14,114 ,125 ,125 ,128,,,,,,122.6 ,125.00 ,,,,,,,,,,,
92 ,88 ,68,Neerach,16,32,-,21,11,13,14,69 ,80 ,82 ,83,,,,,,77.7 ,80.66 ,,,,,,,,,,,
94 ,89 ,69,Niederglatt,22,58,-,23,11,13,14,103 ,114 ,116 ,117,,,,,,112.3 ,114.80 ,,,,,,,,,,,
95 ,90 ,70,Niederhasli,36,61,-,23,11,13,14,120 ,131 ,133 ,134,,,,,,129.1 ,131.84 ,,,,,,,,,,,
96 ,91 ,71,Niederweningen,85,-,-,33,10,13,14,118 ,128 ,131 ,132,,,,,,126.4 ,129.17 ,,,,,,,,,,,
100 ,92 ,72,Oberglatt,56,47,-,19,12,13,14,122 ,134 ,135 ,136,,,,,,130.6 ,134.47 ,,,,,,,,,,,
103 ,93 ,73,Oberweningen,35,46,-,33,11,13,14,114 ,125 ,127 ,128,,,,,,122.0 ,125.66 ,,,,,,,,,,,
109 ,94 ,74,Otelfingen,88,-,-,21,11,11,14,109 ,120 ,120 ,123,,,,,,118.3 ,120.00 ,,,,,,,,,,,
114 ,95 ,75,Regensberg,50,44,-,24,14,13,14,118 ,132 ,131 ,132,,,,,,128.8 ,131.74 ,,,,,,,,,,,
115 ,96 ,76,Regensdorf,35,50,-,26,9,11,14,111 ,120 ,122 ,125,,,,,,119.0 ,120.98 ,,,,,,,,,,,
121 ,97 ,77,Rümlang,42,43,-,19,12,12,14,104 ,116 ,116 ,118,,,,,,113.2 ,116.00 ,,,,,,,,,,,
126 ,98 ,78,Schleinikon,47,42,-,33,10,13,14,122 ,132 ,135 ,136,,,,,,130.6 ,132.69 ,,,,,,,,,,,
128 ,99 ,79,Schöfflisdorf,37,46,-,33,11,13,14,116 ,127 ,129 ,130,,,,,,126.9 ,127.64 ,,,,,,,,,,,
133 ,100 ,80,Stadel,41,50,-,21,14,16,14,112 ,126 ,128 ,126,,,,,,122.6 ,126.44 ,,,,,,,,,,,
136 ,101 ,81,Steinmaur,41,48,-,24,11,13,14,113 ,124 ,126 ,127,,,,,,122.0 ,124.70 ,,,,,,,,,,,
157 ,102 ,82,Weiach,14,44,-,21,11,16,14,79 ,90 ,95 ,93,,,,,,88.0 ,91.15 ,,,,,,,,,,,
3 ,241 ,83,Aesch,35,29,-,13,10,10,14,77 ,87 ,87 ,91,,,,,,85.4 ,87.00 ,,,,,,,,,,,
16 ,242 ,84,Birmensdorf,52,34,-,13,10,10,14,99 ,109 ,109 ,113,,,,,,106.5 ,109.00 ,,,,,,,,,,,
30 ,243 ,85,Dietikon,122,-,-,-,12,14,14,122 ,134 ,136 ,136,,,,,,132.5 ,135.24 ,,,,,,,,,,,
50 ,244 ,86,Geroldswil,36,42,-,17,11,11,14,95 ,106 ,106 ,109,,,,,,103.2 ,106.00 ,,,,,,,,,,,
99 ,245 ,87,Oberengstringen,44,-,68,-,10,13,14,112 ,122 ,125 ,126,,,,,,120.9 ,123.53 ,,,,,,,,,,,
105 ,246 ,88,Oetwil a.d.L.,41,42,-,17,11,11,14,100 ,111 ,111 ,114,,,,,,107.6 ,111.00 ,,,,,,,,,,,
127 ,247 ,89,Schlieren,119,-,-,-,11,11,14,119 ,130 ,130 ,133,,,,,,128.1 ,130.00 ,,,,,,,,,,,
144 ,248 ,90,Uitikon,59,-,20,-,6,10,14,79 ,85 ,89 ,93,,,,,,84.8 ,86.56 ,,,,,,,,,,,
145 ,249 ,91,Unterengstringen,44,32,-,17,11,13,14,93 ,104 ,106 ,107,,,,,,102.6 ,104.90 ,,,,,,,,,,,
147 ,250 ,92,Urdorf,53,-,52,-,11,11,14,105 ,116 ,116 ,119,,,,,,114.2 ,116.00 ,,,,,,,,,,,
158 ,251 ,93,Weiningen,33,46,-,17,11,11,14,96 ,107 ,107 ,110,,,,,,104.9 ,107.00 ,,,,,,,,,,,
10 ,111 ,94,Bäretswil,118,-,-,-,14,16,14,118 ,132 ,134 ,132,,,,,,129.7 ,132.56 ,,,,,,,,,,,
20 ,112 ,95,Bubikon,43,-,70,-,12,16,14,113 ,125 ,129 ,127,,,,,,124.0 ,126.36 ,,,,,,,,,,,
35 ,113 ,96,Dürnten,120,-,-,-,14,16,14,120 ,134 ,136 ,134,,,,,,131.0 ,134.78 ,,,,,,,,,,,
46 ,114 ,97,Fischenthal,61,-,61,-,14,16,14,122 ,136 ,138 ,136,,,,,,134.3 ,136.56 ,,,,,,,,,,,
52 ,115 ,98,Gossau,34,55,-,24,14,16,14,113 ,127 ,129 ,127,,,,,,124.5 ,127.66 ,,,,,,,,,,,
54 ,116 ,99,Grüningen,42,-,78,-,11,16,14,120 ,131 ,136 ,134,,,,,,130.1 ,132.70 ,,,,,,,,,,,
61 ,117 ,100,Hinwil,38,48,-,26,11,16,14,112 ,123 ,128 ,126,,,,,,122.2 ,124.70 ,,,,,,,,,,,
124 ,118 ,101,Rüti,52,43,-,24,14,16,14,119 ,133 ,135 ,133,,,,,,130.8 ,133.94 ,,,,,,,,,,,
131 ,119 ,102,Seegräben,44,52,-,24,13,16,14,120 ,133 ,136 ,134,,,,,,130.3 ,134.02 ,,,,,,,,,,,
152 ,120 ,103,Wald,58,40,-,24,14,16,14,122 ,136 ,138 ,136,,,,,,133.7 ,136.86 ,,,,,,,,,,,
161 ,121 ,104,Wetzikon,49,41,-,24,14,16,14,114 ,128 ,130 ,128,,,,,,125.3 ,128.86 ,,,,,,,,,,,
2 ,131 ,105,Adliswil,104,-,-,-,11,12,14,104 ,115 ,116 ,118,,,,,,112.7 ,115.49 ,,,,,,,,,,,
62 ,132 ,106,Hirzel,53,-,67,-,10,16,14,120 ,130 ,136 ,134,,,,,,129.9 ,131.86 ,,,,,,,,,,,
67 ,133 ,107,Horgen,92,-,-,-,10,13,14,92 ,102 ,105 ,106,,,,,,100.5 ,103.41 ,,,,,,,,,,,
71 ,134 ,108,Hütten,56,45,-,21,14,16,14,122 ,136 ,138 ,136,,,,,,134.4 ,136.86 ,,,,,,,,,,,
75 ,135 ,109,Kilchberg,83,-,-,-,9,10,14,83 ,92 ,93 ,97,,,,,,89.2 ,92.40 ,,,,,,,,,,,
81 ,136 ,110,Langnau a.A.,102,-,-,-,11,13,14,102 ,113 ,115 ,116,,,,,,110.7 ,113.94 ,,,,,,,,,,,
101 ,137 ,111,Oberrieden,33,-,52,-,11,13,14,85 ,96 ,98 ,99,,,,,,93.9 ,96.74 ,,,,,,,,,,,
117 ,138 ,112,Richterswil,113,-,-,-,14,14,14,113 ,127 ,127 ,127,,,,,,123.5 ,127.00 ,,,,,,,,,,,
122 ,139 ,113,Rüschlikon,77,-,-,-,7,10,14,77 ,84 ,87 ,91,,,,,,82.5 ,85.20 ,,,,,,,,,,,
129 ,140 ,114,Schönenberg,95,-,-,21,14,16,14,116 ,130 ,132 ,130,,,,,,129.0 ,130.72 ,,,,,,,,,,,
139 ,141 ,115,Thalwil,77,-,-,-,10,10,14,77 ,87 ,87 ,91,,,,,,84.1 ,87.00 ,,,,,,,,,,,
151 ,142 ,116,Wädenswil,95,-,-,21,12,14,14,116 ,128 ,130 ,130,,,,,,125.9 ,128.88 ,,,,,,,,,,,
42 ,151 ,117,Erlenbach,75,-,-,-,8,9,14,75 ,83 ,84 ,89,,,,,,81.2 ,83.38 ,,,,,,,,,,,
59 ,152 ,118,Herrliberg,49,-,21,-,6,8,14,70 ,76 ,78 ,84,,,,,,74.5 ,76.72 ,,,,,,,,,,,
66 ,153 ,119,Hombrechtikon,48,-,71,-,14,16,14,119 ,133 ,135 ,133,,,,,,130.4 ,133.74 ,,,,,,,,,,,
79 ,154 ,120,Küsnacht,61,-,16,-,6,9,14,77 ,83 ,86 ,91,,,,,,82.1 ,84.08 ,,,,,,,,,,,
85 ,155 ,121,Männedorf,45,-,54,-,12,15,14,99 ,111 ,114 ,113,,,,,,109.0 ,112.08 ,,,,,,,,,,,
89 ,156 ,122,Meilen,52,-,30,-,9,10,14,82 ,91 ,92 ,96,,,,,,88.8 ,91.35 ,,,,,,,,,,,
106 ,157 ,123,Oetwil a.S.,122,-,-,-,14,13,14,122 ,136 ,135 ,136,,,,,,132.6 ,135.60 ,,,,,,,,,,,
134 ,158 ,124,Stäfa,42,-,50,-,10,15,14,92 ,102 ,107 ,106,,,,,,101.6 ,103.85 ,,,,,,,,,,,
143 ,159 ,125,Uetikon a.S.,92,-,-,-,9,15,14,92 ,101 ,107 ,106,,,,,,100.2 ,103.22 ,,,,,,,,,,,
169 ,161 ,126,Zollikon,72,-,-,-,6,9,14,72.0 ,78 ,81 ,86,,,,,,76.9 ,79.08 ,,,,,,,,,,,
170 ,160 ,127,Zumikon,60,-,13,-,5,9,14,73 ,78 ,82 ,87,,,,,,77.8 ,79.44 ,,,,,,,,,,,
12 ,171 ,128,Bauma,122,-,-,-,14,16,14,122 ,136 ,138 ,136,,,,,,134.2 ,136.56 ,,,,,,,,,,,
44 ,172 ,129,Fehraltorf,40,-,75,-,12,13,14,115 ,127 ,128 ,129,,,,,,125.0 ,127.38 ,,,,,,,,,,,
63 ,173 ,130,Hittnau,45,-,77,-,14,13,14,122 ,136 ,135 ,136,,,,,,133.2 ,135.74 ,,,,,,,,,,,
73 ,174 ,131,Illnau-Effretikon,112,-,-,-,14,13,14,112 ,126 ,125 ,126,,,,,,122.8 ,125.61 ,,,,,,,,,,,
80 ,175 ,132,Kyburg,122,-,-,-,14,15,14,122 ,136 ,137 ,136,,,,,,133.7 ,136.24 ,,,,,,,,,,,
83 ,176 ,133,Lindau,35,-,67,-,11,13,14,102 ,113 ,115 ,116,,,,,,111.7 ,113.72 ,,,,,,,,,,,
111 ,177 ,134,Pfäffikon,116,-,-,-,13,13,14,116 ,129 ,129 ,130,,,,,,126.4 ,129.00 ,,,,,,,,,,,
123 ,178 ,135,Russikon,113,-,-,-,12,13,14,113 ,125 ,126 ,127,,,,,,122.0 ,125.29 ,,,,,,,,,,,
137 ,179 ,136,Sternenberg,62,-,60,-,14,16,14,122 ,136 ,138 ,136,,,,,,133.5 ,136.36 ,,,,,,,,,,,
159 ,180 ,137,Weisslingen,31,53,-,32,13,15,14,116 ,129 ,131 ,130,,,,,,127.1 ,129.52 ,,,,,,,,,,,
164 ,181 ,138,Wila,50,48,-,24,14,16,14,122 ,136 ,138 ,136,,,,,,133.9 ,136.44 ,,,,,,,,,,,
165 ,182 ,139,Wildberg,52,46,-,24,14,16,14,122 ,136 ,138 ,136,,,,,,133.4 ,136.32 ,,,,,,,,,,,
34 ,191 ,140,Dübendorf,94,-,-,15,11,12,14,109 ,120 ,121 ,123,,,,,,118.2 ,120.48 ,,,,,,,,,,,
36 ,192 ,141,Egg,42,-,60,-,12,13,14,102 ,114 ,115 ,116,,,,,,111.2 ,114.39 ,,,,,,,,,,,
43 ,193 ,142,Fällanden,35,-,55,-,11,12,14,90 ,101 ,102 ,104,,,,,,98.5 ,101.41 ,,,,,,,,,,,
53 ,194 ,143,Greifensee,32,47,-,24,11,13,14,103 ,114 ,116 ,117,,,,,,112.5 ,114.84 ,,,,,,,,,,,
88 ,195 ,144,Maur,31,-,44,-,8,13,14,75 ,83 ,88 ,89,,,,,,81.4 ,84.75 ,,,,,,,,,,,
91 ,196 ,145,Mönchaltorf,121,-,-,-,13,13,14,121 ,134 ,134 ,135,,,,,,131.5 ,134.00 ,,,,,,,,,,,
130 ,197 ,146,Schwerzenbach,37,50,-,15,9,12,14,102 ,111 ,114 ,116,,,,,,110.2 ,112.32 ,,,,,,,,,,,
148 ,198 ,147,Uster,96,-,-,19,11,13,14,115 ,126 ,128 ,129,,,,,,124.4 ,126.86 ,,,,,,,,,,,
150 ,199 ,148,Volketswil,34,-,65,-,8,13,14,99 ,107 ,112 ,113,,,,,,107.2 ,109.20 ,,,,,,,,,,,
155 ,200 ,149,Wangen-Brüttisellen,38,-,78,-,11,12,14,116 ,127 ,128 ,130,,,,,,124.9 ,127.46 ,,,,,,,,,,,
6 ,211 ,150,Altikon,90,-,-,22,14,14,14,112 ,126 ,126 ,126,,,,,,123.9 ,126.00 ,,,,,,,,,,,
15 ,212 ,151,Bertschikon,40,53,-,23,14,14,14,116 ,130 ,130 ,130,,,,,,128.2 ,130.00 ,,,,,,,,,,,
19 ,213 ,152,Brütten,85,-,-,-,14,13,14,85 ,99 ,98 ,99,,,,,,96.6 ,98.75 ,,,,,,,,,,,
25 ,214 ,153,Dägerlen,39,62,-,21,14,14,14,122 ,136 ,136 ,136,,,,,,133.5 ,136.00 ,,,,,,,,,,,
28 ,215 ,154,Dättlikon,54,-,60,-,14,15,14,114 ,128 ,129 ,128,,,,,,126.9 ,128.22 ,,,,,,,,,,,
32 ,216 ,155,Dinhard,42,50,-,20,14,14,14,112 ,126 ,126 ,126,,,,,,123.7 ,126.00 ,,,,,,,,,,,
38 ,217 ,156,Elgg,53,43,-,26,14,16,14,122 ,136 ,138 ,136,,,,,,134.7 ,136.58 ,,,,,,,,,,,
39 ,218 ,157,Ellikon a.d.Th.,50,44,-,22,14,14,14,116 ,130 ,130 ,130,,,,,,127.3 ,130.00 ,,,,,,,,,,,
40 ,219 ,158,Elsau,45,48,-,29,14,14,14,122 ,136 ,136 ,136,,,,,,134.1 ,136.00 ,,,,,,,,,,,
55 ,220 ,159,Hagenbuch,93,-,-,26,14,16,14,119 ,133 ,135 ,133,,,,,,130.8 ,133.60 ,,,,,,,,,,,
60 ,221 ,160,Hettlingen,21,44,-,18,8,14,14,83 ,91 ,97 ,97,,,,,,90.8 ,92.44 ,,,,,,,,,,,
65 ,222 ,161,Hofstetten,40,56,-,26,14,16,14,122 ,136 ,138 ,136,,,,,,134.3 ,136.26 ,,,,,,,,,,,
93 ,223 ,162,Neftenbach,116,-,-,-,14,15,14,116 ,130 ,131 ,130,,,,,,126.6 ,130.28 ,,,,,,,,,,,
112 ,224 ,163,Pfungen,115,-,-,-,11,15,14,115 ,126 ,130 ,129,,,,,,125.1 ,127.32 ,,,,,,,,,,,
118 ,225 ,164,Rickenbach,39,51,-,22,13,14,14,112 ,125 ,126 ,126,,,,,,123.5 ,125.29 ,,,,,,,,,,,
125 ,226 ,165,Schlatt,43,50,-,29,14,15,14,122 ,136 ,137 ,136,,,,,,133.8 ,136.18 ,,,,,,,,,,,
132 ,227 ,166,Seuzach,79,-,-,18,10,14,14,97 ,107 ,111 ,111,,,,,,106.2 ,108.28 ,,,,,,,,,,,
142 ,228 ,167,Turbenthal,21,62,-,39,14,16,14,122 ,136 ,138 ,136,,,,,,133.7 ,136.62 ,,,,,,,,,,,
162 ,229 ,168,Wiesendangen,27,-,75,-,10,14,14,102 ,112 ,116 ,116,,,,,,111.5 ,113.12 ,,,,,,,,,,,
167 ,230 ,169,Winterthur,122,-,-,-,13,16,14,122 ,135 ,138 ,136,,,,,,133.0 ,136.23 ,,,,,,,,,,,
168 ,231 ,170,Zell,122,-,-,-,14,15,14,122 ,136 ,137 ,136,,,,,,133.3 ,136.32 ,,,,,,,,,,,
171 ,261 ,171,Zürich,122,-,-,-,10,11,14,122 ,132 ,133 ,136,,,,,,130.1 ,132.52 ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ganzer Kanton,,,,,,,,,,,,,,,,111.7 ,120.7,,,,,,,,,,,,
,,,Kt. o. Stadt Zürich,,,,,,,,,,,,,,,,106.9 ,116.3,,,,,,,,,,,,
,,,Stadt Zürich,,,,,,,,,,,,,,,,122.0 ,130.1,,,,,,,,,,,,
,,,Stadt Winterthur,,,,,,,,,,,,,,,,122.0 ,133.0,,,,,,,,,,,,
,,,Uebrige Gemeinden,,,,,,,,,,,,,,,,105.0 ,114.2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Affoltern,,,,,,,,,,,,,,,,112.5 ,122.4,,,,,,,,,,,,
,,,Andelfingen,,,,,,,,,,,,,,,,117.3 ,128.5,,,,,,,,,,,,
,,,Bülach,,,,,,,,,,,,,,,,100.5 ,109.5,,,,,,,,,,,,
,,,Dielsdorf,,,,,,,,,,,,,,,,110.7 ,119.4,,,,,,,,,,,,
,,,Dietikon,,,,,,,,,,,,,,,,109.7 ,118.8,,,,,,,,,,,,
,,,Hinwil,,,,,,,,,,,,,,,,116.4 ,127.7,,,,,,,,,,,,
,,,Horgen,,,,,,,,,,,,,,,,97.8 ,106.4,,,,,,,,,,,,
,,,Meilen,,,,,,,,,,,,,,,,86.4 ,93.7,,,,,,,,,,,,
,,,Pfäffikon,,,,,,,,,,,,,,,,114.6 ,125.2,,,,,,,,,,,,
,,,Uster,,,,,,,,,,,,,,,,105.1 ,114.0,,,,,,,,,,,,
,,,Winterthur,,,,,,,,,,,,,,,,118.6 ,129.5,,,,,,,,,,,,
,,,Zürich,,,,,,,,,,,,,,,,122.0 ,130.1,,,,,,,,,,,,
