45 ,27 ,22,Feuerthalen,54,,67,,13,15,14,121,134,136,135,,,,,,131.0,134.78,,,,,,,,,
47 ,28 ,23,Flaach,44,46,,23,14,13,14,113,127,126,127,,,,,,123.6,126.79,,,,,,,,,
48 ,29 ,24,Flurlingen,48,45,,24,13,15,14,117,130,132,131,,,,,,126.4,130.58,,,,,,,,,
58 ,31 ,25,Henggart,89,,,24,14,13,14,113,127,126,127,,,,,,124.3,126.74,,,,,,,,,
69 ,32 ,26,Humlikon,49,50,,24,13,15,14,123,136,138,137,,,,,,132.4,136.42,,,,,,,,,
76 ,33 ,27,Kleinandelfingen,49,40,,24,13,15,14,113,126,128,127,,,,,,123.5,126.48,,,,,,,,,
82 ,34 ,28,Laufen-Uhwiesen,53,39,,24,13,15,14,116,129,131,130,,,,,,125.8,129.52,,,,,,,,,
86 ,35 ,29,Marthalen,53,42,,24,14,15,14,119,133,134,133,,,,,,130.9,133.18,,,,,,,,,
102 ,36 ,30,Oberstammheim,46,,77,,14,15,14,123,137,138,137,,,,,,134.6,137.16,,,,,,,,,
108 ,37 ,31,Ossingen,46,51,,26,14,15,14,123,137,138,137,,,,,,134.9,137.19,,,,,,,,,
116 ,38 ,32,Rheinau,99,,,24,14,15,14,123,137,138,137,,,,,,133.4,137.49,,,,,,,,,
138 ,39 ,33,Thalheim a.d.Th.,92,,,24,14,13,14,116,130,129,130,,,,,,126.9,129.86,,,,,,,,,
140 ,40 ,34,Trüllikon,45,44,,24,14,15,14,113,127,128,127,,,,,,124.9,127.18,,,,,,,,,
141 ,41 ,35,Truttikon,45,42,,26,14,15,14,113,127,128,127,,,,,,124.2,127.20,,,,,,,,,
146 ,42 ,36,Unterstammheim,46,,77,,14,15,14,123,137,138,137,,,,,,134.9,137.13,,,,,,,,,
149 ,43 ,37,Volken,46,54,,23,14,13,14,123,137,136,137,,,,,,130.6,136.78,,,,,,,,,
154 ,44 ,38,Waltalingen,46,,77,,14,15,14,123,137,138,137,,,,,,134.5,137.18,,,,,,,,,
8 ,51 ,39,Bachenbülach,27,47,,21,11,12,14,95,106,107,109,,,,,,103.1,106.43,,,,,,,,,
11 ,52 ,40,Bassersdorf,99,,,,10,11,14,99,109,110,113,,,,,,106.6,109.44,,,,,,,,,
23 ,53 ,41,Bülach,102,,,21,11,12,14,123,134,135,137,,,,,,131.4,134.41,,,,,,,,,
31 ,54 ,42,Dietlikon,41,,54,,12,12,14,95,107,107,109,,,,,,104.3,107.00,,,,,,,,,
37 ,55 ,43,Eglisau,47,,76,,14,15,14,123,137,138,137,,,,,,133.6,137.32,,,,,,,,,
41 ,56 ,44,Embrach,91,,,22,10,12,14,113,123,125,127,,,,,,121.2,123.82,,,,,,,,,
49 ,57 ,45,Freienstein-Teufen,46,,67,,14,12,14,113,127,125,127,,,,,,123.3,126.36,,,,,,,,,
51 ,58 ,46,Glattfelden,34,,83,,14,15,14,117,131,132,131,,,,,,126.9,131.35,,,,,,,,,
64 ,59 ,47,Hochfelden,47,45,,21,11,12,14,113,124,125,127,,,,,,121.6,124.34,,,,,,,,,
68 ,60 ,48,Höri,45,50,,21,11,12,14,116,127,128,130,,,,,,124.5,127.50,,,,,,,,,
70 ,61 ,49,Hüntwangen,37,,76,,14,15,14,113,127,128,127,,,,,,122.7,127.23,,,,,,,,,
77 ,62 ,50,Kloten,105,,,,10,11,14,105,115,116,119,,,,,,113.4,115.49,,,,,,,,,
84 ,63 ,51,Lufingen,67,,,22,14,12,14,89,103,101,103,,,,,,99.1,102.30,,,,,,,,,
97 ,64 ,52,Nürensdorf,36,,56,,10,11,14,92,102,103,106,,,,,,99.7,102.36,,,,,,,,,
98 ,65 ,53,Oberembrach,48,49,,22,10,12,14,119,129,131,133,,,,,,127.1,129.44,,,,,,,,,
107 ,66 ,54,Opfikon,96,,,,7,8,14,96,103,104,110,,,,,,97.5,103.56,,,,,,,,,
113 ,67 ,55,Rafz,119,,,,14,15,14,119,133,134,133,,,,,,129.5,133.27,,,,,,,,,
120 ,68 ,56,Rorbas,46,,67,,14,12,14,113,127,125,127,,,,,,122.9,126.34,,,,,,,,,
153 ,69 ,57,Wallisellen,55,,42,,9,12,14,97,106,109,111,,,,,,105.0,107.38,,,,,,,,,
156 ,70 ,58,Wasterkingen,43,,76,,14,15,14,119,133,134,133,,,,,,130.6,133.20,,,,,,,,,
163 ,71 ,59,Wil,39,,76,,14,15,14,115,129,130,129,,,,,,126.0,129.25,,,,,,,,,
166 ,72 ,60,Winkel,24,31,,21,11,12,14,76,87,88,90,,,,,,83.3,87.38,,,,,,,,,
9 ,81 ,61,Bachs,58,44,,21,14,13,14,123,137,136,137,,,,,,134.3,136.83,,,,,,,,,
18 ,82 ,62,Boppelsen,27,44,,20,11,9,14,91,102,100,105,,,,,,97.9,101.32,,,,,,,,,
22 ,83 ,63,Buchs,38,53,,25,8,9,14,116,124,125,130,,,,,,122.2,124.42,,,,,,,,,
26 ,84 ,64,Dällikon,85,,,25,11,9,14,110,121,119,124,,,,,,117.9,120.10,,,,,,,,,
27 ,85 ,65,Dänikon,47,46,,20,11,9,14,113,124,122,127,,,,,,120.7,123.08,,,,,,,,,
29 ,86 ,66,Dielsdorf,44,42,,23,11,13,14,109,120,122,123,,,,,,118.3,120.86,,,,,,,,,
72 ,87 ,67,Hüttikon,47,46,,20,11,9,14,113,124,122,127,,,,,,121.1,122.86,,,,,,,,,
92 ,88 ,68,Neerach,21,32,,21,10,13,14,74,84,87,88,,,,,,81.6,84.99,,,,,,,,,
94 ,89 ,69,Niederglatt,29,58,,26,11,13,14,113,124,126,127,,,,,,120.9,124.80,,,,,,,,,
95 ,90 ,70,Niederhasli,97,,,26,11,13,14,123,134,136,137,,,,,,131.8,134.88,,,,,,,,,
96 ,91 ,71,Niederweningen,87,,,29,10,13,14,116,126,129,130,,,,,,123.9,127.14,,,,,,,,,
100 ,92 ,72,Oberglatt,62,38,,23,12,13,14,123,135,136,137,,,,,,131.4,135.47,,,,,,,,,
103 ,93 ,73,Oberweningen,49,35,,29,11,13,14,113,124,126,127,,,,,,120.4,124.70,,,,,,,,,
109 ,94 ,74,Otelfingen,88,,,20,11,9,14,108,119,117,122,,,,,,116.7,118.24,,,,,,,,,
114 ,95 ,75,Regensberg,40,41,,23,14,13,14,104,118,117,118,,,,,,114.0,117.72,,,,,,,,,
115 ,96 ,76,Regensdorf,36,49,,25,7,9,14,110,117,119,124,,,,,,116.3,118.02,,,,,,,,,
121 ,97 ,77,Rümlang,45,43,,23,9,12,14,111,120,123,125,,,,,,118.5,121.32,,,,,,,,,
126 ,98 ,78,Schleinikon,50,44,,29,10,13,14,123,133,136,137,,,,,,131.2,133.78,,,,,,,,,
128 ,99 ,79,Schöfflisdorf,49,35,,29,11,13,14,113,124,126,127,,,,,,121.0,124.66,,,,,,,,,
133 ,100 ,80,Stadel,47,45,,21,14,15,14,113,127,128,127,,,,,,122.8,127.21,,,,,,,,,
136 ,101 ,81,Steinmaur,46,46,,23,10,13,14,115,125,128,129,,,,,,123.1,126.14,,,,,,,,,
157 ,102 ,82,Weiach,18,46,,21,11,15,14,85,96,100,99,,,,,,93.4,96.92,,,,,,,,,
3 ,241 ,83,Aesch,34,35,,16,11,9,14,85,96,94,99,,,,,,93.0,95.34,,,,,,,,,
16 ,242 ,84,Birmensdorf,52,42,,16,11,9,14,110,121,119,124,,,,,,117.4,120.12,,,,,,,,,
30 ,243 ,85,Dietikon,123,,,,12,14,14,123,135,137,137,,,,,,133.4,136.26,,,,,,,,,
50 ,244 ,86,Geroldswil,46,30,,19,11,15,14,95,106,110,109,,,,,,104.4,107.96,,,,,,,,,
99 ,245 ,87,Oberengstringen,112,,,,10,12,14,112,122,124,126,,,,,,120.0,123.06,,,,,,,,,
105 ,246 ,88,Oetwil a.d.L.,41,30,,19,11,15,14,90,101,105,104,,,,,,98.2,102.80,,,,,,,,,
127 ,247 ,89,Schlieren,119,,,,11,12,14,119,130,131,133,,,,,,128.4,130.61,,,,,,,,,
144 ,248 ,90,Uitikon,59,,19,,6,9,14,78,84,87,92,,,,,,82.7,85.14,,,,,,,,,
145 ,249 ,91,Unterengstringen,46,32,,19,11,12,14,97,108,109,111,,,,,,105.5,108.46,,,,,,,,,
147 ,250 ,92,Urdorf,56,,62,,10,11,14,118,128,129,132,,,,,,126.5,128.49,,,,,,,,,
158 ,251 ,93,Weiningen,79,,,19,11,15,14,98,109,113,112,,,,,,107.7,110.80,,,,,,,,,
10 ,111 ,94,Bäretswil,119,,,,14,14,14,119,133,133,133,,,,,,129.7,133.00,,,,,,,,,
20 ,112 ,95,Bubikon,43,,73,,11,15,14,116,127,131,130,,,,,,125.4,128.36,,,,,,,,,
35 ,113 ,96,Dürnten,123,,,,14,14,14,123,137,137,137,,,,,,133.3,137.00,,,,,,,,,
46 ,114 ,97,Fischenthal,61,,62,,14,14,14,123,137,137,137,,,,,,134.4,137.00,,,,,,,,,
52 ,115 ,98,Gossau,37,57,,27,14,16,14,121,135,137,135,,,,,,131.8,135.70,,,,,,,,,
54 ,116 ,99,Grüningen,46,,70,,13,15,14,116,129,131,130,,,,,,127.2,129.64,,,,,,,,,
61 ,117 ,100,Hinwil,41,46,,26,11,15,14,113,124,128,127,,,,,,123.0,125.44,,,,,,,,,
124 ,118 ,101,Rüti,55,40,,25,14,14,14,120,134,134,134,,,,,,131.0,134.00,,,,,,,,,
131 ,119 ,102,Seegräben,98,,,24,13,16,14,122,135,138,136,,,,,,132.9,136.02,,,,,,,,,
152 ,120 ,103,Wald,61,37,,25,14,16,14,123,137,139,137,,,,,,134.1,137.88,,,,,,,,,
161 ,121 ,104,Wetzikon,53,39,,24,14,16,14,116,130,132,130,,,,,,126.9,130.88,,,,,,,,,
2 ,131 ,105,Adliswil,110,,,,12,13,14,110,122,123,124,,,,,,118.4,122.49,,,,,,,,,
62 ,132 ,106,Hirzel,55,,68,,12,16,14,123,135,139,137,,,,,,133.1,136.28,,,,,,,,,
67 ,133 ,107,Horgen,90,,,,10,13,14,90,100,103,104,,,,,,98.5,101.44,,,,,,,,,
71 ,134 ,108,Hütten,58,45,,20,14,16,14,123,137,139,137,,,,,,134.5,137.96,,,,,,,,,
75 ,135 ,109,Kilchberg,83,,,,9,10,14,83,92,93,97,,,,,,88.7,92.40,,,,,,,,,
81 ,136 ,110,Langnau a.A.,102,,,,11,13,14,102,113,115,116,,,,,,110.9,113.94,,,,,,,,,
101 ,137 ,111,Oberrieden,35,,49,,11,12,14,84,95,96,98,,,,,,92.2,95.40,,,,,,,,,
117 ,138 ,112,Richterswil,104,,,,13,13,14,104,117,117,118,,,,,,113.4,117.00,,,,,,,,,
122 ,139 ,113,Rüschlikon,82,,,,9,10,14,82,91,92,96,,,,,,87.1,91.42,,,,,,,,,
129 ,140 ,114,Schönenberg,93,,,20,13,16,14,113,126,129,127,,,,,,122.6,127.14,,,,,,,,,
139 ,141 ,115,Thalwil,82,,,,10,10,14,82,92,92,96,,,,,,88.7,92.00,,,,,,,,,
151 ,142 ,116,Wädenswil,93,,,20,12,13,14,113,125,126,127,,,,,,122.2,125.44,,,,,,,,,
42 ,151 ,117,Erlenbach,82,,,,10,9,14,82,92,91,96,,,,,,88.7,91.60,,,,,,,,,
59 ,152 ,118,Herrliberg,80,,,,8,9,14,80,88,89,94,,,,,,85.4,88.37,,,,,,,,,
66 ,153 ,119,Hombrechtikon,51,,68,,13,15,14,119,132,134,133,,,,,,129.6,132.78,,,,,,,,,
79 ,154 ,120,Küsnacht,61,,16,,6,9,14,77,83,86,91,,,,,,81.4,84.17,,,,,,,,,
85 ,155 ,121,Männedorf,93,,,,12,14,14,93,105,107,107,,,,,,102.3,105.74,,,,,,,,,
89 ,156 ,122,Meilen,39,,43,,9,10,14,82,91,92,96,,,,,,87.8,91.37,,,,,,,,,
106 ,157 ,123,Oetwil a.S.,123,,,,14,12,14,123,137,135,137,,,,,,132.6,136.14,,,,,,,,,
134 ,158 ,124,Stäfa,36,,46,,9,10,14,82,91,92,96,,,,,,89.1,91.36,,,,,,,,,
143 ,159 ,125,Uetikon a.S.,95,,,,9,14,14,95,104,109,109,,,,,,102.5,105.85,,,,,,,,,
169 ,161 ,126,Zollikon ,79,,,,7,8,14,79,86,87,93,,,,,,84.0,86.41,,,,,,,,,
170 ,160 ,127,Zumikon,60,,13,,6,8,14,73,79,81,87,,,,,,77.8,79.74,,,,,,,,,
12 ,171 ,128,Bauma,123,,,,14,14,14,123,137,137,137,,,,,,134.5,137.00,,,,,,,,,
44 ,172 ,129,Fehraltorf,109,,,,14,13,14,109,123,122,123,,,,,,119.5,122.62,,,,,,,,,
63 ,173 ,130,Hittnau,47,,76,,14,13,14,123,137,136,137,,,,,,133.4,136.72,,,,,,,,,
73 ,174 ,131,Illnau-Effretikon,115,,,,13,12,14,115,128,127,129,,,,,,124.4,127.61,,,,,,,,,
80 ,175 ,132,Kyburg,123,,,,14,13,14,123,137,136,137,,,,,,133.6,136.76,,,,,,,,,
83 ,176 ,133,Lindau,115,,,,10,12,14,115,125,127,129,,,,,,122.9,125.72,,,,,,,,,
111 ,177 ,134,Pfäffikon,116,,,,13,13,14,116,129,129,130,,,,,,125.9,129.00,,,,,,,,,
123 ,178 ,135,Russikon,116,,,,12,13,14,116,128,129,130,,,,,,125.1,128.28,,,,,,,,,
137 ,179 ,136,Sternenberg,62,,61,,14,14,14,123,137,137,137,,,,,,134.6,137.00,,,,,,,,,
159 ,180 ,137,Weisslingen,111,,,,13,13,14,111,124,124,125,,,,,,121.0,124.00,,,,,,,,,
164 ,181 ,138,Wila,58,39,,26,14,14,14,123,137,137,137,,,,,,133.4,137.00,,,,,,,,,
165 ,182 ,139,Wildberg,48,49,,26,14,14,14,123,137,137,137,,,,,,134.5,137.00,,,,,,,,,
34 ,191 ,140,Dübendorf,94,,,19,12,12,14,113,125,125,127,,,,,,122.0,125.00,,,,,,,,,
36 ,192 ,141,Egg,40,,57,,11,12,14,97,108,109,111,,,,,,105.1,108.41,,,,,,,,,
43 ,193 ,142,Fällanden,40,,53,,10,12,14,93,103,105,107,,,,,,100.8,103.78,,,,,,,,,
53 ,194 ,143,Greifensee,33,49,,21,11,12,14,103,114,115,117,,,,,,111.9,114.41,,,,,,,,,
88 ,195 ,144,Maur,39,,43,,9,12,14,82,91,94,96,,,,,,88.2,92.05,,,,,,,,,
91 ,196 ,145,Mönchaltorf,121,,,,13,12,14,121,134,133,135,,,,,,130.3,133.68,,,,,,,,,
130 ,197 ,146,Schwerzenbach,32,39,,19,8,12,14,90,98,102,104,,,,,,97.9,99.72,,,,,,,,,
148 ,198 ,147,Uster,95,,,19,10,12,14,114,124,126,128,,,,,,122.2,124.88,,,,,,,,,
150 ,199 ,148,Volketswil,30,,65,,8,12,14,95,103,107,109,,,,,,102.5,104.80,,,,,,,,,
155 ,200 ,149,Wangen-Brüttisellen,109,,,,11,12,14,109,120,121,123,,,,,,117.5,120.49,,,,,,,,,
6 ,211 ,150,Altikon,91,,,22,14,13,14,113,127,126,127,,,,,,124.0,126.83,,,,,,,,,
15 ,212 ,151,Bertschikon,92,,,22,14,13,14,114,128,127,128,,,,,,125.0,127.78,,,,,,,,,
19 ,213 ,152,Brütten,89,,,,13,12,14,89,102,101,103,,,,,,98.4,101.74,,,,,,,,,
25 ,214 ,153,Dägerlen,59,41,,23,14,13,14,123,137,136,137,,,,,,133.6,136.82,,,,,,,,,
28 ,215 ,154,Dättlikon,114,,,,14,13,14,114,128,127,128,,,,,,125.7,127.77,,,,,,,,,
32 ,216 ,155,Dinhard,91,,,22,14,13,14,113,127,126,127,,,,,,124.3,126.81,,,,,,,,,
38 ,217 ,156,Elgg,59,42,,22,14,16,14,123,137,139,137,,,,,,134.5,137.58,,,,,,,,,
39 ,218 ,157,Ellikon a.d.Th.,47,44,,22,14,13,14,113,127,126,127,,,,,,123.4,126.79,,,,,,,,,
40 ,219 ,158,Elsau,46,45,,27,14,13,14,118,132,131,132,,,,,,129.2,131.68,,,,,,,,,
55 ,220 ,159,Hagenbuch,91,,,22,14,16,14,113,127,129,127,,,,,,125.2,127.52,,,,,,,,,
60 ,221 ,160,Hettlingen,23,53,,21,10,13,14,97,107,110,111,,,,,,104.6,107.75,,,,,,,,,
65 ,222 ,161,Hofstetten,48,53,,22,14,16,14,123,137,139,137,,,,,,134.8,137.32,,,,,,,,,
93 ,223 ,162,Neftenbach,106,,,,14,13,14,106,120,119,120,,,,,,115.5,119.71,,,,,,,,,
112 ,224 ,163,Pfungen,115,,,,11,13,14,115,126,128,129,,,,,,124.4,126.66,,,,,,,,,
118 ,225 ,164,Rickenbach,39,52,,22,13,13,14,113,126,126,127,,,,,,123.7,126.00,,,,,,,,,
125 ,226 ,165,Schlatt,46,50,,27,14,13,14,123,137,136,137,,,,,,133.7,136.81,,,,,,,,,
132 ,227 ,166,Seuzach,79,,,21,10,13,14,100,110,113,114,,,,,,109.0,111.02,,,,,,,,,
142 ,228 ,167,Turbenthal,50,45,,28,14,14,14,123,137,137,137,,,,,,134.1,137.00,,,,,,,,,
162 ,229 ,168,Wiesendangen,24,,73,,10,13,14,97,107,110,111,,,,,,106.2,107.87,,,,,,,,,
167 ,230 ,169,Winterthur,123,,,,14,16,14,123,137,139,137,,,,,,134.5,137.82,,,,,,,,,
168 ,231 ,170,Zell,123,,,,14,13,14,123,137,136,137,,,,,,133.1,136.68,,,,,,,,,
171 ,261 ,171,Zürich,119,,,,10,11,14,119,129,130,133,,,,,,127.1,129.53,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ganzer Kanton,,,,,,,,,,,,,,,,111.6,120.2,122.49,,,,,,,,,
,,,Kt. o. Stadt Zürich,,,,,,,,,,,,,,,,108.1,117.0,,,,,,,,,,
,,,Stadt Zürich,,,,,,,,,,,,,,,,119.0,127.1,,,,,,,,,,
,,,Stadt Winterthur,,,,,,,,,,,,,,,,123.0,134.5,,,,,,,,,,
,,,Uebrige Gemeinden,,,,,,,,,,,,,,,,106.3,114.8,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Affoltern,,,,,,,,,,,,,,,,110.1,119.3,,,,,,,,,,
,,,Andelfingen,,,,,,,,,,,,,,,,117.3,128.0,,,,,,,,,,
,,,Bülach,,,,,,,,,,,,,,,,105.3,113.1,,,,,,,,,,
,,,Dielsdorf,,,,,,,,,,,,,,,,111.6,119.3,,,,,,,,,,
,,,Dietikon,,,,,,,,,,,,,,,,112.3,121.4,,,,,,,,,,
,,,Hinwil,,,,,,,,,,,,,,,,118.5,129.1,,,,,,,,,,
,,,Horgen,,,,,,,,,,,,,,,,97.9,106.0,,,,,,,,,,
,,,Meilen,,,,,,,,,,,,,,,,87.0,93.7,,,,,,,,,,
,,,Pfäffikon,,,,,,,,,,,,,,,,116.0,125.8,,,,,,,,,,
,,,Uster,,,,,,,,,,,,,,,,104.8,112.9,,,,,,,,,,
,,,Winterthur,,,,,,,,,,,,,,,,119.4,130.4,,,,,,,,,,
,,,Zürich,,,,,,,,,,,,,,,,119.0,127.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Furttal,,,,,,,,,,,,,,,,110.4,117.2,,,,,,,,,,
,,,Glattal,,,,,,,,,,,,,,,,100.4,107.8,,,,,,,,,,
,,,Knonaueramt,,,,,,,,,,,,,,,,110.1,119.3,,,,,,,,,,
,,,Limmattal,,,,,,,,,,,,,,,,112.3,121.4,,,,,,,,,,
,,,Oberland,,,,,,,,,,,,,,,,116.8,126.9,,,,,,,,,,
,,,Pfannenstiel,,,,,,,,,,,,,,,,87.7,94.5,,,,,,,,,,
,,,Unterland,,,,,,,,,,,,,,,,112.9,121.7,,,,,,,,,,
,,,Weinland,,,,,,,,,,,,,,,,117.2,127.9,,,,,,,,,,
,,,Winterthur u. Umg.,,,,,,,,,,,,,,,,118.8,129.6,,,,,,,,,,
,,,Zimmerberg,,,,,,,,,,,,,,,,97.9,106.0,,,,,,,,,,
,,,Zürich,,,,,,,,,,,,,,,,119.0,127.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,O'st. Uster,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,O'st. Nänikon-Greif,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ref.K. Marthalen,,,,,14,15,14,119,133,134,133,,,,,,,,,,,,,,,,
,,,Ref.K. Rheinau-Ellikon a.Rh.,,,,,14,15,14,123,137,138,137,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
