,,,Gemeindesteuerfüsse 1997 / Gewogene Mittel,,,,,,,,,,,,,,,,,,
,,,In Prozent der einfachen Staatssteuer,,,,,,,,,,,,,,,,,,
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,Gesamtsteuerfüsse,,,,,,,,,,St'fuss
,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,für
,,,,Poli-,Primar-,,Oberst'-,Ref. ,Röm.-kath.,Christkath.,,,,mit christ-,,prov. gewogene Mittel,,,def. gewogene Mittel,,jurist-
,,,,tische,schul-,Schul-,schul-,Kirch-,Kirch-,Kirch-,ohne,mit ref.,mit kath.,kath.,,-,-,,-,-,ische
Alph.,BFS,P 90,Gemeinden,Gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,gemeinde,Kirchen,Kirche,Kirche,Kirche,,ohne Kirche,mit Kirche,,ohne Kirche,mit Kirche,Pers.
,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4 ,1 ,1,Aeugst a.A.,50 ,47 ,,21 ,11 ,17 ,14 ,118 ,129 ,135 ,132 ,,,127.7 ,,,127.8 ,130.68 
5 ,2 ,2,Affoltern a.A.,50 ,60 ,,21 ,14 ,17 ,14 ,131 ,145 ,148 ,145 ,,,144.3 ,,,143.9 ,146.35 
17 ,3 ,3,Bonstetten,55 ,53 ,,18 ,15 ,13 ,14 ,126 ,141 ,139 ,140 ,,,137.3 ,,,137.2 ,140.22 
56 ,4 ,4,Hausen a.A.,44 ,54 ,,27 ,13 ,17 ,14 ,125 ,138 ,142 ,139 ,,,136.5 ,,,136.3 ,139.52 
57 ,5 ,5,Hedingen,50 ,,76 ,,15 ,17 ,14 ,126 ,141 ,143 ,140 ,,,139.0 ,,,138.6 ,141.78 
74 ,6 ,6,Kappel a.A.,39 ,58 ,,27 ,15 ,17 ,14 ,124 ,139 ,141 ,138 ,,,137.7 ,,,137.1 ,139.60 
78 ,7 ,7,Knonau,36 ,60 ,,35 ,15 ,17 ,14 ,131 ,146 ,148 ,145 ,,,144.5 ,,,144.1 ,146.80 
87 ,8 ,8,Maschwanden,34 ,52 ,,35 ,15 ,17 ,14 ,121 ,136 ,138 ,135 ,,,134.9 ,,,134.3 ,136.54 
90 ,9 ,9,Mettmenstetten,36 ,50 ,,35 ,10 ,17 ,14 ,121 ,131 ,138 ,135 ,,,129.2 ,,,130.1 ,133.17 
104 ,10 ,10,Obfelden,29 ,60 ,,32 ,15 ,17 ,14 ,121 ,136 ,138 ,135 ,,,134.2 ,,,133.8 ,136.84 
110 ,11 ,11,Ottenbach,32 ,59 ,,32 ,14 ,17 ,14 ,123 ,137 ,140 ,137 ,,,134.7 ,,,133.7 ,138.05 
119 ,12 ,12,Rifferswil,99 ,,,27 ,15 ,17 ,14 ,126 ,141 ,143 ,140 ,,,137.9 ,,,137.8 ,141.44 
135 ,13 ,13,Stallikon,41 ,40 ,,18 ,14 ,13 ,14 ,99 ,113 ,112 ,113 ,,,109.0 ,,,108.2 ,112.63 
160 ,14 ,14,Wettswil a.A.,33 ,50 ,,18 ,14 ,13 ,14 ,101 ,115 ,114 ,115 ,,,112.2 ,,,111.4 ,114.62 
1 ,21 ,15,Adlikon,56 ,44 ,,21 ,11 ,17 ,14 ,121 ,132 ,138 ,135 ,,,131.6 ,,,131.6 ,132.72 
7 ,30 ,16,Andelfingen,66 ,41 ,,21 ,11 ,17 ,14 ,128 ,139 ,145 ,142 ,,,139.4 ,,,139.1 ,140.26 
13 ,22 ,17,Benken,38 ,58 ,,30 ,15 ,17 ,14 ,126 ,141 ,143 ,140 ,,,138.5 ,,,137.9 ,141.36 
14 ,23 ,18,Berg a.I.,42 ,63 ,,26 ,15 ,13 ,14 ,131 ,146 ,144 ,145 ,,,144.3 ,,,144.0 ,145.76 
21 ,24 ,19,Buch a.I.,44 ,60 ,,26 ,15 ,13 ,14 ,130 ,145 ,143 ,144 ,,,142.0 ,,,141.6 ,144.76 
24 ,25 ,20,Dachsen,57 ,45 ,,22 ,12 ,17 ,14 ,124 ,136 ,141 ,138 ,,,134.0 ,,,133.9 ,137.15 
33 ,26 ,21,Dorf,50 ,48 ,,26 ,15 ,13 ,14 ,124 ,139 ,137 ,138 ,,,138.0 ,,,137.9 ,138.76 
45 ,27 ,22,Feuerthalen,58 ,,73 ,,15 ,17 ,14 ,131 ,146 ,148 ,145 ,,,144.4 ,,,143.6 ,146.68 
47 ,28 ,23,Flaach,41 ,55 ,,26 ,12 ,13 ,14 ,122 ,134 ,135 ,136 ,,,132.3 ,,,132.1 ,134.16 
48 ,29 ,24,Flurlingen,59 ,50 ,,22 ,12 ,17 ,14 ,131 ,143 ,148 ,145 ,,,141.6 ,,,141.4 ,144.20 
58 ,31 ,25,Henggart,46 ,54 ,,21 ,14 ,13 ,14 ,121 ,135 ,134 ,135 ,,,133.6 ,,,133.1 ,134.77 
69 ,32 ,26,Humlikon,40 ,60 ,,21 ,11 ,17 ,14 ,121 ,132 ,138 ,135 ,,,132.1 ,,,132.2 ,132.96 
76 ,33 ,27,Kleinandelfingen,46 ,54 ,,21 ,11 ,17 ,14 ,121 ,132 ,138 ,135 ,,,131.7 ,,,131.4 ,133.26 
82 ,34 ,28,Laufen-Uhwiesen,57 ,44 ,,22 ,12 ,17 ,14 ,123 ,135 ,140 ,137 ,,,134.1 ,,,134.0 ,136.10 
86 ,35 ,29,Marthalen,46 ,50 ,,30 ,15 ,17 ,14 ,126 ,141 ,143 ,140 ,,,138.0 ,,,137.8 ,141.38 
102 ,36 ,30,Oberstammheim,62 ,48 ,,21 ,14 ,17 ,14 ,131 ,145 ,148 ,145 ,,,144.3 ,,,143.9 ,145.48 
108 ,37 ,31,Ossingen,49 ,50 ,,32 ,15 ,17 ,14 ,131 ,146 ,148 ,145 ,,,145.0 ,,,144.5 ,146.32 
